"","GO.ID","Term","Annotated","Significant","Expected","raw.p.value"
"6024","GO:0048705","skeletal system morphogenesis",152,152,152,"0.56063"
"6025","GO:0006465","signal peptide processing",13,13,13,"0.56085"
"6026","GO:2000394","positive regulation of lamellipodium morphogenesis",6,6,6,"0.56104"
"6027","GO:0009115","xanthine catabolic process",3,3,3,"0.56113"
"6028","GO:0051220","cytoplasmic sequestering of protein",22,22,22,"0.56122"
"6029","GO:2001173","regulation of histone H2B conserved C-terminal lysine ubiquitination",1,1,1,"0.56131"
"6030","GO:0034599","cellular response to oxidative stress",239,239,239,"0.56147"
"6031","GO:1903348","positive regulation of bicellular tight junction assembly",4,4,4,"0.56161"
"6032","GO:2000721","positive regulation of transcription from RNA polymerase II promoter involved in smooth muscle cell differentiation",2,2,2,"0.56168"
"6033","GO:0002675","positive regulation of acute inflammatory response",26,26,26,"0.56179"
"6034","GO:0070104","negative regulation of interleukin-6-mediated signaling pathway",2,2,2,"0.56181"
"6035","GO:0006139","nucleobase-containing compound metabolic process",4059,4059,4059,"0.56195"
"6036","GO:1905280","negative regulation of retrograde transport, endosome to Golgi",1,1,1,"0.56234"
"6037","GO:0042770","signal transduction in response to DNA damage",81,81,81,"0.56237"
"6038","GO:2000727","positive regulation of cardiac muscle cell differentiation",21,21,21,"0.56241"
"6039","GO:0035511","oxidative DNA demethylation",6,6,6,"0.56244"
"6040","GO:0033173","calcineurin-NFAT signaling cascade",40,40,40,"0.56245"
"6041","GO:0009410","response to xenobiotic stimulus",49,49,49,"0.56262"
"6042","GO:0071230","cellular response to amino acid stimulus",51,51,51,"0.56288"
"6043","GO:0034134","toll-like receptor 2 signaling pathway",16,16,16,"0.56306"
"6044","GO:0060971","embryonic heart tube left/right pattern formation",4,4,4,"0.56367"
"6045","GO:2001022","positive regulation of response to DNA damage stimulus",97,97,97,"0.56426"
"6046","GO:0046322","negative regulation of fatty acid oxidation",11,11,11,"0.56436"
"6047","GO:0002369","T cell cytokine production",37,37,37,"0.56451"
"6048","GO:0048295","positive regulation of isotype switching to IgE isotypes",4,4,4,"0.56455"
"6049","GO:0090104","pancreatic epsilon cell differentiation",1,1,1,"0.56459"
"6050","GO:0003311","pancreatic D cell differentiation",1,1,1,"0.56459"
"6051","GO:0035562","negative regulation of chromatin binding",9,9,9,"0.56464"
"6052","GO:0032870","cellular response to hormone stimulus",360,360,360,"0.56477"
"6053","GO:0030238","male sex determination",7,7,7,"0.56477"
"6054","GO:0030239","myofibril assembly",36,36,36,"0.56478"
"6055","GO:0042116","macrophage activation",78,78,78,"0.56502"
"6056","GO:1903818","positive regulation of voltage-gated potassium channel activity",4,4,4,"0.56503"
"6057","GO:0071479","cellular response to ionizing radiation",60,60,60,"0.56509"
"6058","GO:0044778","meiotic DNA integrity checkpoint",2,2,2,"0.56513"
"6059","GO:0045736","negative regulation of cyclin-dependent protein serine/threonine kinase activity",19,19,19,"0.56524"
"6060","GO:0007199","G protein-coupled receptor signaling pathway coupled to cGMP nucleotide second messenger",2,2,2,"0.56539"
"6061","GO:1903205","regulation of hydrogen peroxide-induced cell death",30,30,30,"0.56545"
"6062","GO:2000738","positive regulation of stem cell differentiation",14,14,14,"0.56560"
"6063","GO:0021522","spinal cord motor neuron differentiation",18,18,18,"0.56562"
"6064","GO:0001867","complement activation, lectin pathway",3,3,3,"0.56568"
"6065","GO:0061025","membrane fusion",108,108,108,"0.56578"
"6066","GO:0032722","positive regulation of chemokine production",44,44,44,"0.56581"
"6067","GO:1904100","positive regulation of protein O-linked glycosylation",3,3,3,"0.56584"
"6068","GO:1990961","xenobiotic detoxification by transmembrane export across the plasma membrane",6,6,6,"0.56586"
"6069","GO:0090343","positive regulation of cell aging",11,11,11,"0.56600"
"6070","GO:1903378","positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway",3,3,3,"0.56600"
"6071","GO:0060047","heart contraction",132,132,132,"0.56611"
"6072","GO:0072717","cellular response to actinomycin D",2,2,2,"0.56619"
"6073","GO:0097252","oligodendrocyte apoptotic process",5,5,5,"0.56630"
"6074","GO:0008049","male courtship behavior",2,2,2,"0.56632"
"6075","GO:0000821","regulation of arginine metabolic process",4,4,4,"0.56662"
"6076","GO:0036119","response to platelet-derived growth factor",16,16,16,"0.56665"
"6077","GO:0080111","DNA demethylation",18,18,18,"0.56671"
"6078","GO:1904959","regulation of cytochrome-c oxidase activity",7,7,7,"0.56683"
"6079","GO:0032608","interferon-beta production",54,54,54,"0.56690"
"6080","GO:0033007","negative regulation of mast cell activation involved in immune response",5,5,5,"0.56692"
"6081","GO:1903527","positive regulation of membrane tubulation",3,3,3,"0.56698"
"6082","GO:0010870","positive regulation of receptor biosynthetic process",10,10,10,"0.56726"
"6083","GO:0009838","abscission",4,4,4,"0.56751"
"6084","GO:0019227","neuronal action potential propagation",4,4,4,"0.56779"
"6085","GO:0070474","positive regulation of uterine smooth muscle contraction",3,3,3,"0.56860"
"6086","GO:0090673","endothelial cell-matrix adhesion",3,3,3,"0.56861"
"6087","GO:0001912","positive regulation of leukocyte mediated cytotoxicity",45,45,45,"0.56896"
"6088","GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway",26,26,26,"0.56899"
"6089","GO:0060009","Sertoli cell development",13,13,13,"0.56905"
"6090","GO:0060294","cilium movement involved in cell motility",61,61,61,"0.56908"
"6091","GO:0044773","mitotic DNA damage checkpoint",57,57,57,"0.56921"
"6092","GO:0040008","regulation of growth",523,523,523,"0.56945"
"6093","GO:1903770","negative regulation of beta-galactosidase activity",1,1,1,"0.56946"
"6094","GO:0032208","negative regulation of telomere maintenance via recombination",1,1,1,"0.56946"
"6095","GO:0099087","anterograde axonal transport of messenger ribonucleoprotein complex",1,1,1,"0.56946"
"6096","GO:0070681","glutaminyl-tRNAGln biosynthesis via transamidation",3,3,3,"0.56963"
"6097","GO:0035684","helper T cell extravasation",4,4,4,"0.56969"
"6098","GO:0043063","intercellular bridge organization",1,1,1,"0.56974"
"6099","GO:0043011","myeloid dendritic cell differentiation",17,17,17,"0.56992"
"6100","GO:0043968","histone H2A acetylation",16,16,16,"0.57026"
"6101","GO:0042098","T cell proliferation",173,173,173,"0.57030"
"6102","GO:0050974","detection of mechanical stimulus involved in sensory perception",23,23,23,"0.57038"
"6103","GO:0046320","regulation of fatty acid oxidation",27,27,27,"0.57042"
"6104","GO:0002244","hematopoietic progenitor cell differentiation",118,118,118,"0.57056"
"6105","GO:0042628","mating plug formation",2,2,2,"0.57056"
"6106","GO:0071226","cellular response to molecule of fungal origin",3,3,3,"0.57060"
"6107","GO:0038027","apolipoprotein A-I-mediated signaling pathway",4,4,4,"0.57061"
"6108","GO:0036515","serotonergic neuron axon guidance",3,3,3,"0.57066"
"6109","GO:0036514","dopaminergic neuron axon guidance",4,4,4,"0.57072"
"6110","GO:0032369","negative regulation of lipid transport",24,24,24,"0.57074"
"6111","GO:0015810","aspartate transmembrane transport",6,6,6,"0.57099"
"6112","GO:0036486","ventral trunk neural crest cell migration",3,3,3,"0.57104"
"6113","GO:1901166","neural crest cell migration involved in autonomic nervous system development",3,3,3,"0.57104"
"6114","GO:0097490","sympathetic neuron projection extension",3,3,3,"0.57104"
"6115","GO:0097491","sympathetic neuron projection guidance",3,3,3,"0.57104"
"6116","GO:0072091","regulation of stem cell proliferation",59,59,59,"0.57113"
"6117","GO:0003130","BMP signaling pathway involved in heart induction",2,2,2,"0.57123"
"6118","GO:0035054","embryonic heart tube anterior/posterior pattern specification",2,2,2,"0.57123"
"6119","GO:0021978","telencephalon regionalization",6,6,6,"0.57129"
"6120","GO:0032485","regulation of Ral protein signal transduction",3,3,3,"0.57131"
"6121","GO:0006029","proteoglycan metabolic process",53,53,53,"0.57135"
"6122","GO:0006696","ergosterol biosynthetic process",1,1,1,"0.57143"
"6123","GO:0045338","farnesyl diphosphate metabolic process",4,4,4,"0.57147"
"6124","GO:0050805","negative regulation of synaptic transmission",50,50,50,"0.57182"
"6125","GO:0017144","drug metabolic process",19,19,19,"0.57195"
"6126","GO:0070317","negative regulation of G0 to G1 transition",5,5,5,"0.57209"
"6127","GO:0070493","thrombin-activated receptor signaling pathway",11,11,11,"0.57222"
"6128","GO:1905870","positive regulation of 3'-UTR-mediated mRNA stabilization",4,4,4,"0.57230"
"6129","GO:0033032","regulation of myeloid cell apoptotic process",28,28,28,"0.57233"
"6130","GO:0045598","regulation of fat cell differentiation",111,111,111,"0.57248"
"6131","GO:0042772","DNA damage response, signal transduction resulting in transcription",16,16,16,"0.57256"
"6132","GO:2000812","regulation of barbed-end actin filament capping",7,7,7,"0.57257"
"6133","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation",43,43,43,"0.57258"
"6134","GO:0032286","central nervous system myelin maintenance",2,2,2,"0.57269"
"6135","GO:0090071","negative regulation of ribosome biogenesis",4,4,4,"0.57272"
"6136","GO:0016259","selenocysteine metabolic process",4,4,4,"0.57278"
"6137","GO:0031954","positive regulation of protein autophosphorylation",22,22,22,"0.57279"
"6138","GO:0050920","regulation of chemotaxis",160,160,160,"0.57283"
"6139","GO:0071157","negative regulation of cell cycle arrest",15,15,15,"0.57286"
"6140","GO:0060541","respiratory system development",158,158,158,"0.57290"
"6141","GO:0033599","regulation of mammary gland epithelial cell proliferation",17,17,17,"0.57301"
"6142","GO:0006654","phosphatidic acid biosynthetic process",17,17,17,"0.57302"
"6143","GO:1905799","regulation of intraciliary retrograde transport",2,2,2,"0.57322"
"6144","GO:0034332","adherens junction organization",37,37,37,"0.57329"
"6145","GO:0001893","maternal placenta development",24,24,24,"0.57334"
"6146","GO:0048597","post-embryonic camera-type eye morphogenesis",5,5,5,"0.57335"
"6147","GO:0046688","response to copper ion",16,16,16,"0.57358"
"6148","GO:0010571","positive regulation of nuclear cell cycle DNA replication",6,6,6,"0.57363"
"6149","GO:0035878","nail development",4,4,4,"0.57364"
"6150","GO:0031443","fast-twitch skeletal muscle fiber contraction",3,3,3,"0.57368"
"6151","GO:0051319","G2 phase",2,2,2,"0.57373"
"6152","GO:0002383","immune response in brain or nervous system",1,1,1,"0.57378"
"6153","GO:0002379","immunoglobulin biosynthetic process involved in immune response",1,1,1,"0.57378"
"6154","GO:0097281","immune complex formation",1,1,1,"0.57378"
"6155","GO:0072394","detection of stimulus involved in cell cycle checkpoint",1,1,1,"0.57378"
"6156","GO:0072421","detection of DNA damage stimulus involved in DNA damage checkpoint",1,1,1,"0.57378"
"6157","GO:0034372","very-low-density lipoprotein particle remodeling",4,4,4,"0.57380"
"6158","GO:0032197","transposition, RNA-mediated",4,4,4,"0.57382"
"6159","GO:0003228","atrial cardiac muscle tissue development",4,4,4,"0.57382"
"6160","GO:0061290","canonical Wnt signaling pathway involved in metanephric kidney development",2,2,2,"0.57401"
"6161","GO:0061511","centriole elongation",7,7,7,"0.57404"
"6162","GO:1900275","negative regulation of phospholipase C activity",2,2,2,"0.57415"
"6163","GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation",32,32,32,"0.57423"
"6164","GO:0071322","cellular response to carbohydrate stimulus",108,108,108,"0.57489"
"6165","GO:0090310","negative regulation of DNA methylation-dependent heterochromatin assembly",2,2,2,"0.57494"
"6166","GO:0032430","positive regulation of phospholipase A2 activity",4,4,4,"0.57511"
"6167","GO:0046037","GMP metabolic process",6,6,6,"0.57522"
"6168","GO:0033623","regulation of integrin activation",14,14,14,"0.57526"
"6169","GO:0010818","T cell chemotaxis",17,17,17,"0.57532"
"6170","GO:0046054","dGMP metabolic process",1,1,1,"0.57537"
"6171","GO:0046711","GDP biosynthetic process",1,1,1,"0.57537"
"6172","GO:0006185","dGDP biosynthetic process",1,1,1,"0.57537"
"6173","GO:0030902","hindbrain development",110,110,110,"0.57545"
"6174","GO:0006392","transcription elongation from mitochondrial promoter",1,1,1,"0.57547"
"6175","GO:0070585","protein localization to mitochondrion",88,88,88,"0.57547"
"6176","GO:0043972","histone H3-K23 acetylation",1,1,1,"0.57584"
"6177","GO:1901142","insulin metabolic process",7,7,7,"0.57586"
"6178","GO:0097345","mitochondrial outer membrane permeabilization",29,29,29,"0.57618"
"6179","GO:0006362","transcription elongation from RNA polymerase I promoter",6,6,6,"0.57620"
"6180","GO:0030970","retrograde protein transport, ER to cytosol",27,27,27,"0.57631"
"6181","GO:0032796","uropod organization",2,2,2,"0.57667"
"6182","GO:0006939","smooth muscle contraction",67,67,67,"0.57668"
"6183","GO:0031339","negative regulation of vesicle fusion",4,4,4,"0.57670"
"6184","GO:1990086","lens fiber cell apoptotic process",3,3,3,"0.57684"
"6185","GO:0071930","negative regulation of transcription involved in G1/S transition of mitotic cell cycle",3,3,3,"0.57684"
"6186","GO:1900181","negative regulation of protein localization to nucleus",29,29,29,"0.57692"
"6187","GO:0048205","COPI coating of Golgi vesicle",4,4,4,"0.57718"
"6188","GO:0035634","response to stilbenoid",7,7,7,"0.57722"
"6189","GO:1903659","regulation of complement-dependent cytotoxicity",9,9,9,"0.57731"
"6190","GO:0032201","telomere maintenance via semi-conservative replication",4,4,4,"0.57739"
"6191","GO:1901797","negative regulation of signal transduction by p53 class mediator",27,27,27,"0.57739"
"6192","GO:0021854","hypothalamus development",8,8,8,"0.57746"
"6193","GO:0031439","positive regulation of mRNA cleavage",1,1,1,"0.57753"
"6194","GO:2000975","positive regulation of pro-B cell differentiation",1,1,1,"0.57753"
"6195","GO:0046666","retinal cell programmed cell death",7,7,7,"0.57756"
"6196","GO:1902227","negative regulation of macrophage colony-stimulating factor signaling pathway",2,2,2,"0.57760"
"6197","GO:0042483","negative regulation of odontogenesis",3,3,3,"0.57762"
"6198","GO:0009798","axis specification",58,58,58,"0.57764"
"6199","GO:1903775","regulation of DNA double-strand break processing",2,2,2,"0.57773"
"6200","GO:0045184","establishment of protein localization",1527,1527,1527,"0.57775"
"6201","GO:0033603","positive regulation of dopamine secretion",5,5,5,"0.57793"
"6202","GO:0071397","cellular response to cholesterol",11,11,11,"0.57810"
"6203","GO:0016554","cytidine to uridine editing",5,5,5,"0.57814"
"6204","GO:0036462","TRAIL-activated apoptotic signaling pathway",10,10,10,"0.57815"
"6205","GO:0097681","double-strand break repair via alternative nonhomologous end joining",3,3,3,"0.57819"
"6206","GO:0008380","RNA splicing",359,359,359,"0.57826"
"6207","GO:0046544","development of secondary male sexual characteristics",3,3,3,"0.57836"
"6208","GO:1904430","negative regulation of t-circle formation",3,3,3,"0.57841"
"6209","GO:1902990","mitotic telomere maintenance via semi-conservative replication",3,3,3,"0.57841"
"6210","GO:0008203","cholesterol metabolic process",97,97,97,"0.57844"
"6211","GO:0003407","neural retina development",35,35,35,"0.57857"
"6212","GO:0048609","multicellular organismal reproductive process",538,538,538,"0.57863"
"6213","GO:0051155","positive regulation of striated muscle cell differentiation",48,48,48,"0.57864"
"6214","GO:0015966","diadenosine tetraphosphate biosynthetic process",3,3,3,"0.57874"
"6215","GO:0070827","chromatin maintenance",8,8,8,"0.57877"
"6216","GO:0048806","genitalia development",26,26,26,"0.57894"
"6217","GO:0010002","cardioblast differentiation",7,7,7,"0.57902"
