"GO.ID","Term","Annotated","Significant","Expected","raw.p.value"
"GO:0019725","cellular homeostasis",640,632,636.06,"0.67320"
"GO:0006261","DNA-dependent DNA replication",128,128,127.21,"0.67328"
"GO:0046705","CDP biosynthetic process",1,1,0.99,"0.67354"
"GO:0006225","UDP biosynthetic process",1,1,0.99,"0.67354"
"GO:0006240","dCDP biosynthetic process",1,1,0.99,"0.67354"
"GO:0007191","adenylate cyclase-activating dopamine receptor signaling pathway",5,5,4.97,"0.67364"
"GO:0060789","hair follicle placode formation",5,5,4.97,"0.67364"
"GO:1990266","neutrophil migration",85,83,84.48,"0.67367"
"GO:0032823","regulation of natural killer cell differentiation",13,13,12.92,"0.67368"
"GO:0010507","negative regulation of autophagy",65,64,64.6,"0.67368"
"GO:1990314","cellular response to insulin-like growth factor stimulus",8,8,7.95,"0.67392"
"GO:0060921","sinoatrial node cell differentiation",2,2,1.99,"0.67407"
"GO:1903514","release of sequestered calcium ion into cytosol by endoplasmic reticulum",17,17,16.9,"0.67411"
"GO:0090082","positive regulation of heart induction by negative regulation of canonical Wnt signaling pathway",1,1,0.99,"0.67412"
"GO:0070368","positive regulation of hepatocyte differentiation",1,1,0.99,"0.67412"
"GO:0042662","negative regulation of mesodermal cell fate specification",1,1,0.99,"0.67412"
"GO:0042664","negative regulation of endodermal cell fate specification",1,1,0.99,"0.67412"
"GO:0060975","cardioblast migration to the midline involved in heart field formation",1,1,0.99,"0.67412"
"GO:0060913","cardiac cell fate determination",1,1,0.99,"0.67412"
"GO:0003259","cardioblast anterior-lateral migration",1,1,0.99,"0.67412"
"GO:0003210","cardiac atrium formation",1,1,0.99,"0.67412"
"GO:0003236","sinus venosus morphogenesis",1,1,0.99,"0.67412"
"GO:2000672","negative regulation of motor neuron apoptotic process",6,6,5.96,"0.67416"
"GO:0007042","lysosomal lumen acidification",10,10,9.94,"0.67416"
"GO:0002031","G protein-coupled receptor internalization",13,12,12.92,"0.67435"
"GO:0042088","T-helper 1 type immune response",40,40,39.75,"0.67440"
"GO:0009116","nucleoside metabolic process",65,65,64.6,"0.67444"
"GO:0045591","positive regulation of regulatory T cell differentiation",11,11,10.93,"0.67451"
"GO:0021800","cerebral cortex tangential migration",4,4,3.98,"0.67454"
"GO:0018243","protein O-linked glycosylation via threonine",6,6,5.96,"0.67454"
"GO:0001658","branching involved in ureteric bud morphogenesis",28,28,27.83,"0.67492"
"GO:2000650","negative regulation of sodium ion transmembrane transporter activity",7,7,6.96,"0.67498"
"GO:0030166","proteoglycan biosynthetic process",36,36,35.78,"0.67523"
"GO:0006367","transcription initiation from RNA polymerase II promoter",62,62,61.62,"0.67535"
"GO:0071502","cellular response to temperature stimulus",3,3,2.98,"0.67546"
"GO:1901165","positive regulation of trophoblast cell migration",6,6,5.96,"0.67553"
"GO:0060426","lung vasculature development",6,6,5.96,"0.67553"
"GO:0060754","positive regulation of mast cell chemotaxis",6,6,5.96,"0.67553"
"GO:1904792","positive regulation of shelterin complex assembly",1,1,0.99,"0.67555"
"GO:1904850","negative regulation of establishment of protein localization to telomere",1,1,0.99,"0.67555"
"GO:1904911","negative regulation of establishment of RNA localization to telomere",1,1,0.99,"0.67555"
"GO:0098703","calcium ion import across plasma membrane",10,10,9.94,"0.67555"
"GO:0033490","cholesterol biosynthetic process via lathosterol",1,1,0.99,"0.67565"
"GO:0006029","proteoglycan metabolic process",50,50,49.69,"0.67577"
"GO:0042310","vasoconstriction",60,60,59.63,"0.67586"
"GO:0032230","positive regulation of synaptic transmission, GABAergic",7,7,6.96,"0.67610"
"GO:0001552","ovarian follicle atresia",2,2,1.99,"0.67618"
"GO:0048008","platelet-derived growth factor receptor signaling pathway",52,51,51.68,"0.67621"
"GO:0007517","muscle organ development",249,247,247.47,"0.67621"
"GO:0003229","ventricular cardiac muscle tissue development",30,30,29.82,"0.67647"
"GO:0030327","prenylated protein catabolic process",3,3,2.98,"0.67661"
"GO:1990966","ATP generation from poly-ADP-D-ribose",4,4,3.98,"0.67664"
"GO:1903025","regulation of RNA polymerase II regulatory region sequence-specific DNA binding",10,10,9.94,"0.67665"
"GO:0006925","inflammatory cell apoptotic process",24,24,23.85,"0.67672"
"GO:0051321","meiotic cell cycle",200,200,198.77,"0.67685"
"GO:0032925","regulation of activin receptor signaling pathway",17,17,16.9,"0.67685"
"GO:0046061","dATP catabolic process",3,3,2.98,"0.67700"
"GO:0006203","dGTP catabolic process",3,3,2.98,"0.67700"
"GO:0044346","fibroblast apoptotic process",19,19,18.88,"0.67722"
"GO:0010510","regulation of acetyl-CoA biosynthetic process from pyruvate",3,3,2.98,"0.67744"
"GO:0048263","determination of dorsal identity",7,7,6.96,"0.67745"
"GO:0001302","replicative cell aging",5,5,4.97,"0.67755"
"GO:0061163","endoplasmic reticulum polarization",1,1,0.99,"0.67756"
"GO:0061573","actin filament bundle retrograde transport",1,1,0.99,"0.67756"
"GO:0060327","cytoplasmic actin-based contraction involved in cell motility",1,1,0.99,"0.67756"
"GO:0010883","regulation of lipid storage",35,35,34.78,"0.67758"
"GO:0014070","response to organic cyclic compound",457,455,454.19,"0.67770"
"GO:2000657","negative regulation of apolipoprotein binding",1,1,0.99,"0.67785"
"GO:0010921","regulation of phosphatase activity",98,98,97.4,"0.67801"
"GO:0006529","asparagine biosynthetic process",1,1,0.99,"0.67804"
"GO:0090181","regulation of cholesterol metabolic process",28,28,27.83,"0.67810"
"GO:2000566","positive regulation of CD8-positive, alpha-beta T cell proliferation",4,4,3.98,"0.67821"
"GO:1902749","regulation of cell cycle G2/M phase transition",89,89,88.45,"0.67863"
"GO:0045214","sarcomere organization",24,24,23.85,"0.67867"
"GO:0000416","positive regulation of histone H3-K36 methylation",3,3,2.98,"0.67900"
"GO:1903599","positive regulation of autophagy of mitochondrion",19,19,18.88,"0.67906"
"GO:0001946","lymphangiogenesis",12,12,11.93,"0.67916"
"GO:0035313","wound healing, spreading of epidermal cells",11,11,10.93,"0.67929"
"GO:0070183","mitochondrial tryptophanyl-tRNA aminoacylation",1,1,0.99,"0.67947"
"GO:0006661","phosphatidylinositol biosynthetic process",57,57,56.65,"0.67951"
"GO:0032611","interleukin-1 beta production",73,73,72.55,"0.67965"
"GO:0090144","mitochondrial nucleoid organization",1,1,0.99,"0.67966"
"GO:0032057","negative regulation of translational initiation in response to stress",2,2,1.99,"0.67969"
"GO:0071603","endothelial cell-cell adhesion",1,1,0.99,"0.67976"
"GO:0002930","trabecular meshwork development",1,1,0.99,"0.67976"
"GO:0001889","liver development",93,92,92.43,"0.67994"
"GO:0090044","positive regulation of tubulin deacetylation",1,1,0.99,"0.67995"
"GO:0017121","plasma membrane phospholipid scrambling",9,9,8.94,"0.67996"
"GO:0034982","mitochondrial protein processing",13,13,12.92,"0.68015"
"GO:0035093","spermatogenesis, exchange of chromosomal proteins",3,3,2.98,"0.68031"
"GO:2001294","malonyl-CoA catabolic process",1,1,0.99,"0.68033"
"GO:0070476","rRNA (guanine-N7)-methylation",2,2,1.99,"0.68050"
"GO:1905244","regulation of modification of synaptic structure",16,16,15.9,"0.68057"
"GO:0006386","termination of RNA polymerase III transcription",1,1,0.99,"0.68071"
"GO:0042779","tRNA 3'-trailer cleavage",3,3,2.98,"0.68072"
"GO:0016064","immunoglobulin mediated immune response",109,108,108.33,"0.68105"
"GO:0045671","negative regulation of osteoclast differentiation",20,20,19.88,"0.68144"
"GO:0034625","fatty acid elongation, monounsaturated fatty acid",4,4,3.98,"0.68151"
"GO:0034626","fatty acid elongation, polyunsaturated fatty acid",4,4,3.98,"0.68151"
"GO:0019367","fatty acid elongation, saturated fatty acid",4,4,3.98,"0.68151"
"GO:0060125","negative regulation of growth hormone secretion",4,4,3.98,"0.68179"
"GO:2000623","negative regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",4,4,3.98,"0.68203"
"GO:0030174","regulation of DNA-dependent DNA replication initiation",7,7,6.96,"0.68231"
"GO:0051496","positive regulation of stress fiber assembly",41,41,40.75,"0.68234"
"GO:0019226","transmission of nerve impulse",31,31,30.81,"0.68236"
"GO:0061669","spontaneous neurotransmitter secretion",4,4,3.98,"0.68244"
"GO:0048048","embryonic eye morphogenesis",15,14,14.91,"0.68251"
"GO:0019835","cytolysis",10,10,9.94,"0.68262"
"GO:0070384","Harderian gland development",1,1,0.99,"0.68262"
"GO:0030282","bone mineralization",79,79,78.51,"0.68279"
"GO:1900024","regulation of substrate adhesion-dependent cell spreading",41,41,40.75,"0.68279"
"GO:0007172","signal complex assembly",2,2,1.99,"0.68279"
"GO:1904263","positive regulation of TORC1 signaling",17,17,16.9,"0.68282"
"GO:0006710","androgen catabolic process",3,3,2.98,"0.68301"
"GO:0006527","arginine catabolic process",6,6,5.96,"0.68317"
"GO:1905048","regulation of metallopeptidase activity",12,12,11.93,"0.68321"
"GO:0019934","cGMP-mediated signaling",18,18,17.89,"0.68322"
"GO:0032466","negative regulation of cytokinesis",6,6,5.96,"0.68328"
"GO:0019303","D-ribose catabolic process",1,1,0.99,"0.68338"
"GO:0060003","copper ion export",3,3,2.98,"0.68356"
"GO:1902525","regulation of protein monoubiquitination",5,5,4.97,"0.68388"
"GO:0030834","regulation of actin filament depolymerization",42,41,41.74,"0.68396"
"GO:0071310","cellular response to organic substance",1570,1558,1560.34,"0.68398"
"GO:0030193","regulation of blood coagulation",59,59,58.64,"0.68404"
"GO:0021683","cerebellar granular layer morphogenesis",6,5,5.96,"0.68432"
"GO:0061110","dense core granule biogenesis",3,3,2.98,"0.68434"
"GO:0061108","seminal vesicle epithelium development",1,1,0.99,"0.68443"
"GO:0042628","mating plug formation",1,1,0.99,"0.68443"
"GO:0046951","ketone body biosynthetic process",2,2,1.99,"0.68454"
"GO:0046605","regulation of centrosome cycle",55,55,54.66,"0.68459"
"GO:2000001","regulation of DNA damage checkpoint",17,17,16.9,"0.68477"
"GO:0016477","cell migration",1020,1014,1013.72,"0.68490"
"GO:0002414","immunoglobulin transcytosis in epithelial cells",2,2,1.99,"0.68505"
"GO:0002221","pattern recognition receptor signaling pathway",133,132,132.18,"0.68518"
"GO:0051480","regulation of cytosolic calcium ion concentration",211,209,209.7,"0.68528"
"GO:0030198","extracellular matrix organization",166,166,164.98,"0.68545"
"GO:0010747","positive regulation of long-chain fatty acid import across plasma membrane",2,2,1.99,"0.68549"
"GO:0045589","regulation of regulatory T cell differentiation",23,23,22.86,"0.68555"
"GO:0035729","cellular response to hepatocyte growth factor stimulus",13,13,12.92,"0.68559"
"GO:0035304","regulation of protein dephosphorylation",74,74,73.54,"0.68579"
"GO:0002925","positive regulation of humoral immune response mediated by circulating immunoglobulin",3,3,2.98,"0.68620"
"GO:0007032","endosome organization",47,47,46.71,"0.68620"
"GO:0030730","sequestering of triglyceride",13,13,12.92,"0.68628"
"GO:1990519","pyrimidine nucleotide import into mitochondrion",2,2,1.99,"0.68630"
"GO:0048874","host-mediated regulation of intestinal microbiota composition",1,1,0.99,"0.68633"
"GO:0002693","positive regulation of cellular extravasation",23,23,22.86,"0.68634"
"GO:0060693","regulation of branching involved in salivary gland morphogenesis",7,7,6.96,"0.68636"
"GO:0006948","induction by virus of host cell-cell fusion",1,1,0.99,"0.68709"
"GO:0035397","helper T cell enhancement of adaptive immune response",1,1,0.99,"0.68709"
"GO:0045058","T cell selection",42,41,41.74,"0.68721"
"GO:0018117","protein adenylylation",2,2,1.99,"0.68724"
"GO:0001954","positive regulation of cell-matrix adhesion",42,42,41.74,"0.68726"
"GO:0070889","platelet alpha granule organization",3,3,2.98,"0.68735"
"GO:0015966","diadenosine tetraphosphate biosynthetic process",3,3,2.98,"0.68746"
"GO:0009966","regulation of signal transduction",2046,2029,2033.41,"0.68757"
"GO:0008209","androgen metabolic process",13,13,12.92,"0.68772"
"GO:0048557","embryonic digestive tract morphogenesis",7,7,6.96,"0.68778"
"GO:0035315","hair cell differentiation",36,36,35.78,"0.68781"
"GO:1901842","negative regulation of high voltage-gated calcium channel activity",5,5,4.97,"0.68793"
"GO:0097533","cellular stress response to acid chemical",2,2,1.99,"0.68818"
"GO:0010960","magnesium ion homeostasis",11,11,10.93,"0.68830"
"GO:0001704","formation of primary germ layer",62,62,61.62,"0.68834"
"GO:1905053","positive regulation of base-excision repair",2,2,1.99,"0.68852"
"GO:2001272","positive regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis",2,2,1.99,"0.68852"
"GO:0010795","regulation of ubiquinone biosynthetic process",2,2,1.99,"0.68858"
"GO:1904609","cellular response to monosodium L-glutamate",1,1,0.99,"0.68871"
"GO:1901696","cannabinoid biosynthetic process",1,1,0.99,"0.68880"
"GO:0043506","regulation of JUN kinase activity",71,71,70.56,"0.68888"
"GO:0034421","post-translational protein acetylation",3,3,2.98,"0.68955"
"GO:0008065","establishment of blood-nerve barrier",2,2,1.99,"0.68972"
"GO:0042984","regulation of amyloid precursor protein biosynthetic process",10,10,9.94,"0.68977"
"GO:0043087","regulation of GTPase activity",246,244,244.49,"0.68981"
"GO:0048105","establishment of body hair planar orientation",3,3,2.98,"0.68982"
"GO:0042574","retinal metabolic process",8,8,7.95,"0.68990"
"GO:0060161","positive regulation of dopamine receptor signaling pathway",4,4,3.98,"0.69005"
"GO:1900153","positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",16,15,15.9,"0.69020"
"GO:0021978","telencephalon regionalization",4,4,3.98,"0.69020"
"GO:0014068","positive regulation of phosphatidylinositol 3-kinase signaling",47,47,46.71,"0.69022"
"GO:0051042","negative regulation of calcium-independent cell-cell adhesion",1,1,0.99,"0.69023"
"GO:0060128","corticotropin hormone secreting cell differentiation",1,1,0.99,"0.69023"
"GO:0060129","thyroid-stimulating hormone-secreting cell differentiation",1,1,0.99,"0.69023"
"GO:0060804","positive regulation of Wnt signaling pathway by BMP signaling pathway",1,1,0.99,"0.69023"
"GO:0003130","BMP signaling pathway involved in heart induction",1,1,0.99,"0.69023"
"GO:0010837","regulation of keratinocyte proliferation",18,18,17.89,"0.69040"
"GO:1902983","DNA strand elongation involved in mitotic DNA replication",1,1,0.99,"0.69070"
"GO:0070197","meiotic attachment of telomere to nuclear envelope",1,1,0.99,"0.69080"
"GO:0072182","regulation of nephron tubule epithelial cell differentiation",5,5,4.97,"0.69088"
"GO:0021894","cerebral cortex GABAergic interneuron development",1,1,0.99,"0.69089"
"GO:0021831","embryonic olfactory bulb interneuron precursor migration",1,1,0.99,"0.69089"
"GO:0048532","anatomical structure arrangement",12,12,11.93,"0.69092"
"GO:0010389","regulation of G2/M transition of mitotic cell cycle",75,75,74.54,"0.69098"
"GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation",38,38,37.77,"0.69101"
"GO:0097155","fasciculation of sensory neuron axon",2,2,1.99,"0.69107"
"GO:0010269","response to selenium ion",4,4,3.98,"0.69136"
"GO:0097191","extrinsic apoptotic signaling pathway",183,180,181.87,"0.69143"
"GO:0051668","localization within membrane",79,79,78.51,"0.69161"
"GO:0051126","negative regulation of actin nucleation",7,7,6.96,"0.69174"
"GO:0035553","oxidative single-stranded RNA demethylation",3,3,2.98,"0.69179"
"GO:0002042","cell migration involved in sprouting angiogenesis",41,41,40.75,"0.69181"
"GO:1905290","negative regulation of CAMKK-AMPK signaling cascade",1,1,0.99,"0.69213"
"GO:1900176","negative regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry",1,1,0.99,"0.69222"
"GO:0038101","sequestering of nodal from receptor via nodal binding",1,1,0.99,"0.69222"
"GO:0043010","camera-type eye development",196,194,194.79,"0.69286"
"GO:0009887","animal organ morphogenesis",622,618,618.17,"0.69287"
"GO:0003184","pulmonary valve morphogenesis",7,7,6.96,"0.69288"
"GO:0071356","cellular response to tumor necrosis factor",114,113,113.3,"0.69289"
"GO:0015811","L-cystine transport",1,1,0.99,"0.69298"
"GO:0051771","negative regulation of nitric-oxide synthase biosynthetic process",5,5,4.97,"0.69303"
"GO:0007202","activation of phospholipase C activity",13,13,12.92,"0.69319"
"GO:0006915","apoptotic process",1404,1392,1395.36,"0.69332"
"GO:0000492","box C/D snoRNP assembly",8,8,7.95,"0.69380"
"GO:0006182","cGMP biosynthetic process",3,3,2.98,"0.69388"
"GO:0045347","negative regulation of MHC class II biosynthetic process",5,5,4.97,"0.69409"
"GO:0098970","postsynaptic neurotransmitter receptor diffusion trapping",3,3,2.98,"0.69410"
"GO:2000821","regulation of grooming behavior",3,3,2.98,"0.69410"
